,Ano,Mes,Dia,Hora,Normal,HorarioEconomico,Autoconsumo,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description
493,2023,1,21,13,0.723,0.0,0.549,15.55,14.91,13.43,15.7,1024.0,67.0,4.2,0.0,56.0,broken clouds
494,2023,1,21,14,0.833,0.0,0.344,15.57,14.93,13.68,15.7,1023.0,67.0,4.5,0.0,60.0,broken clouds
495,2023,1,21,15,0.567,0.0,0.384,15.1,14.39,14.23,15.15,1023.0,66.0,4.54,0.0,62.0,broken clouds
496,2023,1,21,16,0.838,0.0,0.132,15.1,14.39,13.68,15.57,1024.0,66.0,3.84,0.0,37.0,scattered clouds
497,2023,1,21,17,0.521,0.0,0.002,14.54,13.83,13.12,15.82,1024.0,68.0,3.34,0.0,36.0,scattered clouds
498,2023,1,21,18,0.449,0.0,0.0,13.42,12.65,12.01,13.6,1024.0,70.0,3.71,0.0,37.0,scattered clouds
499,2023,1,21,19,0.373,0.0,0.0,12.05,11.53,11.45,12.88,1025.0,85.0,3.67,0.0,19.0,few clouds
500,2023,1,21,20,0.37,0.0,0.0,11.74,10.93,10.34,12.32,1025.0,75.0,3.52,0.0,6.0,sky is clear
501,2023,1,21,21,0.424,0.0,0.0,11.14,10.29,9.23,11.77,1025.0,76.0,3.31,0.0,1.0,sky is clear
502,2023,1,21,22,0.0,0.39,0.0,10.59,9.74,8.68,11.21,1026.0,78.0,2.85,0.0,0.0,sky is clear
503,2023,1,21,23,0.0,0.473,0.0,10.14,9.46,7.57,11.21,1026.0,86.0,2.51,0.0,2.0,sky is clear
504,2023,1,22,0,0.0,0.336,0.0,9.55,8.5,7.57,10.66,1026.0,81.0,2.21,0.0,4.0,sky is clear
505,2023,1,22,1,0.0,0.386,0.0,9.44,8.51,7.57,10.1,1027.0,80.0,2.03,0.0,5.0,sky is clear
506,2023,1,22,2,0.0,0.343,0.0,9.34,8.46,6.72,9.59,1027.0,81.0,1.96,0.0,7.0,sky is clear
507,2023,1,22,3,0.0,0.329,0.0,9.43,8.51,7.57,9.59,1027.0,76.0,2.02,0.0,6.0,sky is clear
508,2023,1,22,4,0.0,0.287,0.0,8.75,7.63,5.72,9.04,1028.0,73.0,2.13,0.0,8.0,sky is clear
509,2023,1,22,5,0.0,0.264,0.0,8.34,7.12,6.72,8.99,1028.0,75.0,2.16,0.0,4.0,sky is clear
510,2023,1,22,6,0.0,0.308,0.0,7.26,5.96,5.72,8.43,1028.0,77.0,2.04,0.0,0.0,sky is clear
511,2023,1,22,7,0.0,0.664,0.0,7.33,6.11,6.68,7.88,1029.0,72.0,1.97,0.0,0.0,sky is clear
512,2023,1,22,8,0.145,0.0,0.118,6.34,5.05,6.26,7.57,1030.0,73.0,1.88,0.0,61.0,broken clouds
513,2023,1,22,9,0.0,0.0,0.309,7.69,6.28,5.72,7.93,1030.0,68.0,2.25,0.0,99.0,overcast clouds
514,2023,1,22,10,0.0,0.0,0.284,8.4,7.79,7.57,8.6,1031.0,66.0,1.53,0.0,97.0,overcast clouds
515,2023,1,22,11,0.0,0.0,0.44,9.59,9.59,8.43,9.82,1031.0,60.0,1.32,0.0,100.0,overcast clouds
516,2023,1,22,12,0.478,0.0,0.91,10.17,8.65,9.54,10.82,1031.0,54.0,1.38,0.0,0.0,sky is clear
517,2023,1,22,13,0.944,0.0,0.887,11.32,9.84,9.54,12.82,1030.0,51.0,1.17,0.0,0.0,sky is clear
518,2023,1,22,14,0.002,0.0,0.504,11.9,10.43,10.1,13.82,1029.0,49.0,1.0,0.0,0.0,sky is clear
519,2023,1,22,15,0.0,0.0,0.353,11.9,10.22,10.66,13.82,1029.0,41.0,0.53,0.0,2.0,sky is clear
520,2023,1,22,16,1.355,0.0,0.09,12.37,10.6,10.66,12.82,1029.0,36.0,1.35,0.0,80.0,broken clouds
521,2023,1,22,17,0.582,0.0,0.0,11.76,9.93,10.72,11.82,1029.0,36.0,1.23,0.0,85.0,overcast clouds
522,2023,1,22,18,1.569,0.0,0.0,9.13,8.36,7.57,10.1,1029.0,65.0,1.8,0.0,11.0,few clouds
523,2023,1,22,19,1.84,0.0,0.0,8.2,7.12,7.57,9.54,1030.0,69.0,1.97,0.0,0.0,sky is clear
524,2023,1,22,20,0.55,0.0,0.0,8.8,7.7,7.57,8.99,1030.0,75.0,2.11,0.0,0.0,sky is clear
525,2023,1,22,21,0.385,0.0,0.0,7.2,5.61,6.72,8.43,1030.0,81.0,2.37,0.0,0.0,sky is clear
526,2023,1,22,22,0.0,0.342,0.0,7.92,6.52,5.34,8.43,1030.0,84.0,2.29,0.0,0.0,sky is clear
527,2023,1,22,23,0.0,0.465,0.0,6.89,5.51,4.23,7.32,1030.0,83.0,2.06,0.0,0.0,sky is clear
528,2023,1,23,0,0.0,0.455,0.0,5.99,4.44,3.68,6.77,1029.0,83.0,2.08,0.0,1.0,sky is clear
529,2023,1,23,1,0.0,0.305,0.0,5.84,4.46,3.12,6.21,1029.0,83.0,1.89,0.0,5.0,sky is clear
530,2023,1,23,2,0.0,0.348,0.0,4.99,3.35,2.57,5.66,1029.0,84.0,2.01,0.0,0.0,sky is clear
531,2023,1,23,3,0.0,0.332,0.0,3.4,1.53,2.57,5.1,1029.0,87.0,1.98,0.0,1.0,sky is clear
532,2023,1,23,4,0.0,0.285,0.0,4.11,2.34,2.01,5.1,1029.0,88.0,1.99,0.0,1.0,sky is clear
533,2023,1,23,5,0.0,0.301,0.0,4.0,2.04,2.01,5.01,1029.0,89.0,2.16,0.0,3.0,sky is clear
534,2023,1,23,6,0.0,0.275,0.0,3.83,1.85,1.45,3.99,1028.0,91.0,2.15,0.0,5.0,sky is clear
535,2023,1,23,7,0.0,1.683,0.0,3.12,1.0,1.45,4.45,1028.0,91.0,2.17,0.0,4.0,sky is clear
536,2023,1,23,8,0.23,0.0,0.133,3.83,1.81,1.45,3.99,1028.0,91.0,2.19,0.0,3.0,sky is clear
537,2023,1,23,9,0.0,0.0,0.299,6.55,4.49,2.57,6.82,1028.0,63.0,2.82,0.0,0.0,sky is clear
538,2023,1,23,10,0.0,0.0,0.294,7.89,6.45,5.1,7.93,1028.0,57.0,2.34,0.0,0.0,sky is clear
539,2023,1,23,11,0.0,0.0,0.3,9.42,8.62,6.21,9.59,1028.0,56.0,1.88,0.0,0.0,sky is clear
540,2023,1,23,12,0.0,0.0,0.301,10.7,9.13,9.23,10.82,1027.0,50.0,1.79,0.0,0.0,sky is clear
541,2023,1,23,13,0.0,0.0,0.37,11.21,9.48,10.34,11.26,1027.0,42.0,1.51,0.0,6.0,sky is clear
542,2023,1,23,14,0.0,0.0,0.295,11.33,9.64,8.99,12.82,1026.0,43.0,1.28,0.0,16.0,few clouds
543,2023,1,23,15,0.0,0.0,0.307,11.84,10.05,9.54,12.82,1025.0,37.0,1.39,0.0,0.0,sky is clear
544,2023,1,23,16,0.152,0.0,0.136,11.77,9.94,9.23,11.82,1025.0,36.0,1.6,0.0,0.0,sky is clear
545,2023,1,23,17,0.453,0.0,0.001,11.09,9.33,8.68,11.68,1025.0,41.0,1.82,0.0,0.0,sky is clear
546,2023,1,23,18,0.368,0.0,0.0,7.95,6.43,5.82,9.54,1025.0,51.0,2.45,0.0,0.0,sky is clear
547,2023,1,23,19,1.346,0.0,0.0,6.82,5.08,4.15,8.43,1025.0,63.0,2.47,0.0,0.0,sky is clear
548,2023,1,23,20,0.444,0.0,0.0,5.49,3.41,3.6,8.43,1025.0,65.0,2.59,0.0,0.0,sky is clear
549,2023,1,23,21,0.369,0.0,0.0,4.52,2.48,3.04,7.32,1025.0,68.0,2.33,0.0,0.0,sky is clear
550,2023,1,23,22,0.0,0.419,0.0,4.89,2.99,1.93,6.77,1026.0,65.0,2.25,0.0,0.0,sky is clear
551,2023,1,23,23,0.0,0.31,0.0,5.47,3.5,2.49,6.21,1026.0,67.0,2.45,0.0,0.0,sky is clear
552,2023,1,24,0,0.0,0.351,0.0,4.65,2.59,1.93,6.12,1026.0,69.0,2.38,0.0,0.0,sky is clear
553,2023,1,24,1,0.0,0.376,0.0,3.28,0.92,1.38,5.66,1026.0,71.0,2.44,0.0,0.0,sky is clear
554,2023,1,24,2,0.0,0.373,0.0,2.42,0.02,0.82,5.1,1026.0,76.0,2.32,0.0,0.0,sky is clear
555,2023,1,24,3,0.0,0.351,0.0,3.08,0.91,0.82,5.1,1027.0,78.0,2.21,0.0,0.0,sky is clear
556,2023,1,24,4,0.0,0.361,0.0,1.78,-0.73,0.72,5.1,1027.0,81.0,2.32,0.0,0.0,sky is clear
557,2023,1,24,5,0.0,0.339,0.0,2.37,-0.11,0.26,5.1,1027.0,81.0,2.39,0.0,1.0,sky is clear
558,2023,1,24,6,0.0,0.362,0.0,3.01,0.73,0.26,5.1,1027.0,82.0,2.3,0.0,0.0,sky is clear
559,2023,1,24,7,0.0,1.157,0.0,2.26,-0.11,-0.29,5.1,1027.0,83.0,2.26,0.0,0.0,sky is clear
560,2023,1,24,8,0.291,0.0,0.171,3.2,0.98,2.72,4.54,1027.0,84.0,2.28,0.0,0.0,sky is clear
561,2023,1,24,9,0.0,0.0,0.305,5.67,3.36,2.49,6.26,1028.0,61.0,2.93,0.0,0.0,sky is clear
562,2023,1,24,10,0.0,0.0,0.355,7.67,6.33,4.54,7.93,1028.0,59.0,2.17,0.0,0.0,sky is clear
563,2023,1,24,11,0.0,0.0,0.347,8.78,8.78,5.66,9.04,1028.0,57.0,1.31,0.0,0.0,sky is clear
564,2023,1,24,12,0.0,0.0,0.358,10.08,8.5,8.04,10.15,1027.0,52.0,0.99,0.0,0.0,sky is clear
565,2023,1,24,13,0.0,0.0,0.364,11.11,9.66,9.23,11.26,1027.0,53.0,0.58,0.0,0.0,sky is clear
566,2023,1,24,14,0.0,0.0,0.341,11.82,10.34,11.12,11.93,1026.0,49.0,0.12,0.0,1.0,sky is clear
567,2023,1,24,15,0.0,0.0,0.356,11.84,10.36,10.9,13.04,1026.0,49.0,0.61,0.0,3.0,sky is clear
568,2023,1,24,16,0.185,0.0,0.149,11.79,10.43,9.54,13.6,1026.0,54.0,0.62,0.0,4.0,sky is clear
569,2023,1,24,17,0.534,0.0,0.001,11.18,9.79,10.1,11.68,1026.0,55.0,0.88,0.0,3.0,sky is clear
570,2023,1,24,18,2.337,0.0,0.0,8.1,7.06,7.72,10.01,1026.0,65.0,1.91,0.0,3.0,sky is clear
571,2023,1,24,19,2.198,0.0,0.0,6.96,5.45,5.26,8.9,1027.0,68.0,2.22,0.0,3.0,sky is clear
572,2023,1,24,20,0.647,0.0,0.0,6.93,5.34,4.71,8.9,1027.0,77.0,2.31,0.0,6.0,sky is clear
573,2023,1,24,21,0.516,0.0,0.0,5.32,3.29,4.15,7.79,1027.0,80.0,2.49,0.0,5.0,sky is clear
574,2023,1,24,22,0.0,0.469,0.0,6.06,4.23,5.72,7.23,1028.0,81.0,2.41,0.0,3.0,sky is clear
575,2023,1,24,23,0.0,0.418,0.0,6.09,4.61,3.6,6.68,1028.0,78.0,2.03,0.0,4.0,sky is clear
576,2023,1,25,0,0.0,0.394,0.0,4.08,2.49,2.49,6.12,1028.0,82.0,1.83,0.0,9.0,sky is clear
577,2023,1,25,1,0.0,0.378,0.0,5.46,4.18,1.38,6.68,1029.0,78.0,1.74,0.0,6.0,sky is clear
578,2023,1,25,2,0.0,0.307,0.0,4.67,3.28,1.93,6.68,1029.0,83.0,1.73,0.0,4.0,sky is clear
579,2023,1,25,3,0.0,0.327,0.0,3.87,2.2,0.82,6.12,1029.0,83.0,1.87,0.0,6.0,sky is clear
580,2023,1,25,4,0.0,0.295,0.0,3.28,1.28,1.38,5.66,1029.0,84.0,2.08,0.0,3.0,sky is clear
581,2023,1,25,5,0.0,0.328,0.0,3.85,1.96,0.82,5.66,1029.0,86.0,2.06,0.0,8.0,sky is clear
582,2023,1,25,6,0.0,0.277,0.0,3.72,1.72,0.82,5.1,1029.0,86.0,2.15,0.0,8.0,sky is clear
583,2023,1,25,7,0.0,1.083,0.0,3.59,1.53,0.82,4.54,1030.0,87.0,2.19,0.0,8.0,sky is clear
584,2023,1,25,8,0.273,0.0,0.137,3.52,1.57,0.26,4.54,1030.0,87.0,2.07,0.0,9.0,sky is clear
585,2023,1,25,9,0.0,0.0,0.287,5.61,3.55,1.93,5.82,1031.0,72.0,2.59,0.0,8.0,sky is clear
586,2023,1,25,10,0.0,0.0,0.31,6.74,5.42,4.79,6.82,1031.0,66.0,1.97,0.0,4.0,sky is clear
587,2023,1,25,11,0.298,0.0,0.613,7.92,7.07,7.23,7.93,1032.0,62.0,1.69,0.0,2.0,sky is clear
588,2023,1,25,12,0.405,0.0,0.648,9.51,8.87,8.72,9.59,1031.0,57.0,1.72,0.0,0.0,sky is clear
589,2023,1,25,13,0.0,0.0,0.277,10.19,8.75,8.9,10.82,1031.0,57.0,1.31,0.0,0.0,sky is clear
590,2023,1,25,14,0.023,0.0,0.581,11.29,9.83,10.57,11.82,1030.0,52.0,1.05,0.0,0.0,sky is clear
591,2023,1,25,15,0.155,0.0,0.401,11.32,9.92,11.12,12.01,1029.0,54.0,1.71,0.0,0.0,sky is clear
592,2023,1,25,16,0.176,0.0,0.155,11.19,9.91,8.99,13.04,1029.0,59.0,2.2,0.0,0.0,sky is clear
593,2023,1,25,17,0.308,0.0,0.003,10.61,9.32,9.54,11.93,1030.0,61.0,1.85,0.0,0.0,sky is clear
594,2023,1,25,18,0.564,0.0,0.0,8.9,7.75,6.38,9.04,1030.0,71.0,2.2,0.0,0.0,sky is clear
595,2023,1,25,19,0.741,0.0,0.0,6.32,4.67,5.26,8.43,1030.0,73.0,2.26,0.0,0.0,sky is clear
596,2023,1,25,20,1.811,0.0,0.0,7.67,6.28,4.15,7.93,1030.0,76.0,2.23,0.0,0.0,sky is clear
597,2023,1,25,21,0.539,0.0,0.0,7.06,5.64,3.04,7.37,1030.0,79.0,2.14,0.0,0.0,sky is clear
598,2023,1,25,22,0.0,0.401,0.0,6.63,4.85,4.72,6.82,1030.0,82.0,2.48,0.0,0.0,sky is clear
599,2023,1,25,23,0.0,0.424,0.0,5.88,3.93,1.93,6.26,1030.0,85.0,2.51,0.0,5.0,sky is clear
600,2023,1,26,0,0.0,0.407,0.0,5.99,4.42,3.34,6.26,1030.0,78.0,2.1,0.0,9.0,sky is clear
601,2023,1,26,1,0.0,0.394,0.0,5.48,3.91,2.23,5.9,1029.0,81.0,2.02,0.0,5.0,sky is clear
602,2023,1,26,2,0.0,0.311,0.0,2.75,0.63,-0.29,5.34,1029.0,84.0,2.11,0.0,3.0,sky is clear
603,2023,1,26,3,0.0,0.305,0.0,1.98,-0.57,-0.29,5.34,1028.0,87.0,2.39,0.0,8.0,sky is clear
604,2023,1,26,4,0.0,0.326,0.0,4.6,2.36,-0.85,5.15,1028.0,77.0,2.58,0.0,92.0,overcast clouds
605,2023,1,26,5,0.0,0.287,0.0,4.14,1.6,-0.85,5.34,1027.0,79.0,2.83,0.0,91.0,overcast clouds
606,2023,1,26,6,0.0,0.309,0.0,4.19,1.41,0.72,6.45,1027.0,78.0,3.16,0.0,94.0,overcast clouds
607,2023,1,26,7,0.0,1.236,0.0,4.19,1.25,0.72,7.01,1027.0,78.0,3.4,0.0,76.0,broken clouds
608,2023,1,26,8,0.333,0.0,0.039,5.34,3.02,1.68,6.45,1026.0,77.0,2.86,0.0,83.0,broken clouds
609,2023,1,26,9,0.0,0.0,0.293,5.36,2.81,2.72,7.01,1027.0,78.0,3.18,0.0,47.0,scattered clouds
610,2023,1,26,10,0.0,0.0,0.295,7.21,5.35,3.9,8.12,1026.0,76.0,2.73,0.0,24.0,few clouds
611,2023,1,26,11,0.0,0.0,0.309,8.59,6.8,6.68,9.82,1026.0,74.0,3.03,0.0,35.0,scattered clouds
612,2023,1,26,12,0.212,0.0,0.376,10.2,9.13,9.23,10.82,1025.0,71.0,2.86,0.0,55.0,broken clouds
613,2023,1,26,13,0.007,0.0,0.29,9.71,7.84,7.88,11.82,1024.0,80.0,3.6,0.0,65.0,broken clouds
614,2023,1,26,14,0.392,0.0,0.314,10.7,9.91,8.43,11.82,1022.0,80.0,4.05,0.0,77.0,broken clouds
615,2023,1,26,15,0.056,0.0,0.238,11.22,10.36,8.99,11.82,1021.0,75.0,3.92,0.0,36.0,scattered clouds
616,2023,1,26,16,0.606,0.0,0.169,11.25,10.31,9.54,11.82,1021.0,72.0,3.78,0.0,7.0,sky is clear
617,2023,1,26,17,1.479,0.0,0.003,10.76,9.59,9.71,11.82,1022.0,65.0,3.32,0.0,0.0,sky is clear
618,2023,1,26,18,1.577,0.0,0.0,9.71,7.82,9.23,9.82,1022.0,73.0,3.63,0.0,0.0,sky is clear
619,2023,1,26,19,1.055,0.0,0.0,8.72,6.56,8.43,9.45,1022.0,75.0,3.74,0.0,0.0,sky is clear
620,2023,1,26,20,0.564,0.0,0.0,7.92,5.63,7.72,8.68,1023.0,78.0,3.65,0.0,0.0,sky is clear
621,2023,1,26,21,0.721,0.0,0.0,7.54,5.3,4.15,7.88,1023.0,81.0,3.41,0.0,0.0,sky is clear
622,2023,1,26,22,0.0,0.595,0.0,6.92,4.66,6.72,8.68,1024.0,83.0,3.24,0.0,0.0,sky is clear
623,2023,1,26,23,0.0,0.507,0.0,6.77,4.55,6.68,8.68,1024.0,83.0,3.13,0.0,0.0,sky is clear
624,2023,1,27,0,0.0,0.524,0.0,6.77,4.75,6.68,8.12,1024.0,85.0,2.83,0.0,0.0,sky is clear
625,2023,1,27,1,0.0,0.556,0.0,6.72,4.79,5.57,8.12,1024.0,85.0,2.69,0.0,1.0,sky is clear
626,2023,1,27,2,0.0,0.57,0.0,4.56,2.32,1.38,8.12,1023.0,86.0,2.57,0.0,1.0,sky is clear
627,2023,1,27,3,0.0,0.421,0.0,5.36,3.3,1.38,5.82,1023.0,85.0,2.53,0.0,3.0,sky is clear
628,2023,1,27,4,0.0,0.308,0.0,5.39,3.19,0.82,8.12,1023.0,85.0,2.71,0.0,2.0,sky is clear
629,2023,1,27,5,0.0,0.29,0.0,5.33,2.93,3.99,7.57,1023.0,84.0,2.96,0.0,4.0,sky is clear
630,2023,1,27,6,0.0,0.305,0.0,3.91,1.11,-0.29,8.12,1023.0,85.0,3.11,0.0,6.0,sky is clear
631,2023,1,27,7,0.0,0.893,0.0,4.3,1.62,2.88,7.57,1024.0,84.0,3.06,0.0,5.0,sky is clear
632,2023,1,27,8,0.313,0.0,0.173,4.3,1.73,2.88,7.01,1024.0,84.0,2.91,0.0,2.0,sky is clear
633,2023,1,27,9,0.0,0.0,0.299,6.54,4.1,2.88,7.82,1024.0,79.0,3.39,0.0,0.0,sky is clear
634,2023,1,27,10,0.0,0.0,0.303,10.1,8.84,7.57,10.15,1025.0,64.0,3.91,0.0,0.0,sky is clear
635,2023,1,27,11,0.0,0.0,0.316,10.2,8.95,8.68,10.82,1025.0,64.0,4.7,0.0,2.0,sky is clear
636,2023,1,27,12,0.001,0.0,0.596,11.16,9.79,7.88,11.82,1024.0,56.0,4.49,0.0,2.0,sky is clear
637,2023,1,27,13,0.063,0.0,0.474,11.82,10.49,8.99,12.82,1023.0,55.0,4.77,0.0,8.0,sky is clear
638,2023,1,27,14,0.046,0.0,0.401,12.41,11.04,10.1,14.15,1023.0,51.0,5.05,0.0,20.0,few clouds
639,2023,1,27,15,0.481,0.0,0.44,11.91,10.49,10.34,14.15,1023.0,51.0,4.98,0.0,31.0,scattered clouds
640,2023,1,27,16,0.273,0.0,0.185,11.86,10.43,11.21,12.82,1022.0,51.0,4.13,0.0,5.0,sky is clear
641,2023,1,27,17,0.458,0.0,0.009,11.28,9.85,11.21,12.23,1023.0,53.0,3.44,0.0,0.0,sky is clear
642,2023,1,27,18,0.493,0.0,0.0,10.01,8.71,8.68,10.66,1023.0,63.0,3.84,0.0,0.0,sky is clear
643,2023,1,27,19,0.506,0.0,0.0,8.98,6.81,7.57,9.54,1024.0,64.0,3.87,0.0,0.0,sky is clear
644,2023,1,27,20,0.612,0.0,0.0,8.61,6.46,6.38,9.54,1024.0,67.0,3.68,0.0,0.0,sky is clear
645,2023,1,27,21,0.571,0.0,0.0,7.8,5.57,6.45,8.43,1025.0,69.0,3.49,0.0,0.0,sky is clear
646,2023,1,27,22,0.0,0.578,0.0,7.05,4.82,6.45,7.88,1025.0,74.0,3.23,0.0,0.0,sky is clear
647,2023,1,27,23,0.0,0.494,0.0,7.02,4.97,6.45,7.88,1025.0,77.0,2.95,0.0,0.0,sky is clear
648,2023,1,28,0,0.0,0.595,0.0,6.74,4.71,6.12,6.82,1025.0,78.0,2.83,0.0,0.0,sky is clear
649,2023,1,28,1,0.0,0.37,0.0,5.76,3.58,4.15,6.77,1025.0,80.0,2.78,0.0,0.0,sky is clear
650,2023,1,28,2,0.0,0.316,0.0,4.69,2.4,1.93,6.21,1025.0,83.0,2.66,0.0,0.0,sky is clear
651,2023,1,28,3,0.0,0.315,0.0,3.79,1.49,0.82,5.66,1025.0,85.0,2.47,0.0,0.0,sky is clear
652,2023,1,28,4,0.0,0.3,0.0,2.99,0.66,0.26,5.1,1026.0,87.0,2.35,0.0,0.0,sky is clear
653,2023,1,28,5,0.0,0.318,0.0,2.33,-0.02,0.26,5.1,1026.0,87.0,2.26,0.0,0.0,sky is clear
654,2023,1,28,6,0.0,1.018,0.0,4.25,2.21,-0.29,4.59,1026.0,74.0,2.28,0.0,0.0,sky is clear
655,2023,1,28,7,0.0,1.364,0.0,4.4,2.34,2.72,4.59,1026.0,74.0,2.33,0.0,0.0,sky is clear
656,2023,1,28,8,0.124,0.0,0.179,3.75,1.52,2.23,4.23,1026.0,89.0,2.39,0.0,0.0,sky is clear
657,2023,1,28,9,0.062,0.0,0.444,6.0,3.64,2.49,6.26,1027.0,68.0,3.09,0.0,0.0,sky is clear
658,2023,1,28,10,0.11,0.0,0.459,7.19,5.27,4.54,7.37,1027.0,65.0,2.8,0.0,0.0,sky is clear
659,2023,1,28,11,0.213,0.0,0.652,8.79,7.11,5.66,9.04,1027.0,62.0,2.91,0.0,0.0,sky is clear
660,2023,1,28,12,0.0,0.0,0.315,10.59,9.14,9.15,10.7,1026.0,55.0,2.5,0.0,0.0,sky is clear
661,2023,1,28,13,0.0,0.0,0.305,12.04,10.63,10.34,12.37,1025.0,51.0,1.9,0.0,0.0,sky is clear
662,2023,1,28,14,0.758,0.0,0.408,12.33,10.95,10.9,13.04,1024.0,51.0,2.2,0.0,0.0,sky is clear
663,2023,1,28,15,1.328,0.0,0.544,11.85,10.47,11.45,13.6,1024.0,53.0,3.06,0.0,1.0,sky is clear
664,2023,1,28,16,0.478,0.0,0.182,11.9,10.56,10.1,14.15,1024.0,54.0,3.07,0.0,25.0,scattered clouds
665,2023,1,28,17,0.553,0.0,0.002,11.8,10.52,10.66,11.82,1024.0,57.0,2.45,0.0,17.0,few clouds
666,2023,1,28,18,0.902,0.0,0.0,9.79,8.32,9.15,10.1,1024.0,62.0,2.89,0.0,1.0,sky is clear
667,2023,1,28,19,2.183,0.0,0.0,8.02,5.93,6.93,9.54,1025.0,66.0,3.33,0.0,0.0,sky is clear
668,2023,1,28,20,1.155,0.0,0.0,8.08,5.9,7.01,8.99,1025.0,67.0,3.51,0.0,0.0,sky is clear
669,2023,1,28,21,0.71,0.0,0.0,8.18,6.33,4.71,8.82,1026.0,67.0,3.0,0.0,0.0,sky is clear
670,2023,1,28,22,0.0,1.683,0.0,6.76,4.76,4.71,7.88,1026.0,73.0,2.8,0.0,2.0,sky is clear
671,2023,1,28,23,0.0,0.916,0.0,5.56,3.31,4.15,6.68,1026.0,75.0,2.82,0.0,3.0,sky is clear
672,2023,1,29,0,0.0,0.557,0.0,5.05,2.73,4.23,7.23,1026.0,76.0,2.78,0.0,2.0,sky is clear
673,2023,1,29,1,0.0,0.41,0.0,5.05,2.77,3.12,7.23,1026.0,78.0,2.73,0.0,2.0,sky is clear
674,2023,1,29,2,0.0,0.325,0.0,5.79,3.77,3.12,6.12,1026.0,79.0,2.58,0.0,1.0,sky is clear
675,2023,1,29,3,0.0,0.331,0.0,4.82,2.69,3.12,5.57,1026.0,80.0,2.5,0.0,1.0,sky is clear
676,2023,1,29,4,0.0,0.366,0.0,3.04,0.66,2.57,5.57,1026.0,81.0,2.41,0.0,1.0,sky is clear
677,2023,1,29,5,0.0,0.321,0.0,1.22,-1.49,0.72,4.45,1026.0,83.0,2.41,0.0,0.0,sky is clear
678,2023,1,29,6,0.0,0.306,0.0,1.04,-1.75,0.72,4.45,1026.0,83.0,2.46,0.0,1.0,sky is clear
679,2023,1,29,7,0.0,1.177,0.0,0.93,-1.79,0.72,3.9,1027.0,84.0,2.37,0.0,2.0,sky is clear
680,2023,1,29,8,0.222,0.0,0.176,3.6,1.31,-0.28,4.04,1027.0,71.0,2.43,0.0,0.0,sky is clear
681,2023,1,29,9,0.13,0.0,0.437,5.47,3.17,2.49,5.7,1028.0,65.0,2.87,0.0,1.0,sky is clear
682,2023,1,29,10,0.657,0.0,0.749,6.82,5.62,6.68,6.93,1028.0,64.0,1.87,0.0,1.0,sky is clear
683,2023,1,29,11,0.022,0.0,0.606,7.92,6.66,7.72,8.6,1028.0,59.0,2.13,0.0,0.0,sky is clear
684,2023,1,29,12,0.794,0.0,0.995,9.12,7.79,8.68,10.26,1028.0,56.0,2.48,0.0,0.0,sky is clear
685,2023,1,29,13,0.0,0.0,0.587,9.73,8.31,9.23,11.38,1027.0,52.0,2.8,0.0,0.0,sky is clear
686,2023,1,29,14,0.615,0.0,0.448,10.32,8.77,10.15,11.82,1026.0,52.0,2.54,0.0,3.0,sky is clear
687,2023,1,29,15,0.469,0.0,0.505,10.8,9.24,9.54,12.49,1025.0,50.0,2.06,0.0,46.0,scattered clouds
688,2023,1,29,16,3.381,0.0,0.192,10.91,9.31,10.1,13.04,1025.0,48.0,1.62,0.0,44.0,scattered clouds
689,2023,1,29,17,1.893,0.0,0.002,10.78,9.17,10.1,11.82,1026.0,48.0,1.01,0.0,23.0,few clouds
690,2023,1,29,18,0.659,0.0,0.0,8.78,7.78,6.93,10.01,1026.0,53.0,1.99,0.0,4.0,sky is clear
691,2023,1,29,19,0.568,0.0,0.0,6.43,5.13,5.72,8.9,1026.0,57.0,1.9,0.0,2.0,sky is clear
692,2023,1,29,20,1.097,0.0,0.0,6.16,5.12,4.71,8.34,1027.0,67.0,1.62,0.0,0.0,sky is clear
693,2023,1,29,21,1.375,0.0,0.0,5.34,4.17,4.15,8.34,1027.0,76.0,1.63,0.0,1.0,sky is clear
694,2023,1,29,22,0.0,1.643,0.0,4.41,2.92,3.04,7.23,1028.0,84.0,1.78,0.0,13.0,few clouds
695,2023,1,29,23,0.0,1.656,0.0,3.57,2.27,2.49,6.68,1028.0,87.0,1.53,0.0,11.0,few clouds
696,2023,1,30,0,0.0,0.557,0.0,3.48,2.13,1.93,6.21,1028.0,87.0,1.56,0.0,2.0,sky is clear
697,2023,1,30,1,0.0,0.446,0.0,4.15,2.87,3.12,5.57,1028.0,86.0,1.58,0.0,0.0,sky is clear
698,2023,1,30,2,0.0,0.305,0.0,5.61,4.37,2.57,5.82,1028.0,84.0,1.73,0.0,0.0,sky is clear
699,2023,1,30,3,0.0,0.29,0.0,5.56,4.03,2.01,5.82,1028.0,84.0,1.99,0.0,0.0,sky is clear
700,2023,1,30,4,0.0,0.313,0.0,4.73,2.91,1.45,5.01,1029.0,82.0,2.14,0.0,0.0,sky is clear
701,2023,1,30,5,0.0,0.288,0.0,4.71,2.78,1.45,4.82,1029.0,82.0,2.25,0.0,2.0,sky is clear
702,2023,1,30,6,0.0,0.313,0.0,3.98,1.78,0.9,4.54,1029.0,82.0,2.4,0.0,0.0,sky is clear
